,Rank,"Player (yrs, age)",Strikeouts per 9 IP,Throws
609,610.,Stan Bahnsen (16),4.8363,R
610,611.,Jon Garland (13),4.8361,R
611,612.,Dennis Martinez (23),4.8357,R
612,613.,Al McBean (10),4.8259,R
613,614.,Omar Olivares (12),4.8232,R
614,615.,Bill Krueger (13),4.8152,L
615,616.,Pat Malone (10),4.8125,R
616,617.,Dock Ellis (12),4.8045,R
617,618.,John Denny (13),4.8002,R
618,619.,Hank Johnson (12),4.7940,R
619,620.,Red Ames (17),4.7899,R
620,621.,Joe Horlen (12),4.7877,R
621,622.,Al Jackson (10),4.7807,L
622,623.,Jim Abbott (10),4.7742,L
623,624.,Scott Erickson (15),4.7732,R
624,625.,Shane Rawley (12),4.7661,L
625,626.,Dutch Leonard (11),4.7628,L
626,627.,Dick Ellsworth (13),4.7595,L
627,628.,Ken Brett (14),4.7585,L
628,629.,Eddie Fisher (15),4.7496,R
629,630.,Zane Smith (13),4.7407,L
630,631.,Rick Wise (18),4.7398,R
631,632.,Dick Drago (13),4.7376,R
632,633.,Art Fowler (9),4.7373,R
633,634.,Wilbur Wood (17),4.7314,L
634,635.,Bill Bailey (11),4.7310,L
635,636.,Dave Dravecky (8),4.7258,L
636,637.,Ferdie Schupp (10),4.7220,L
637,638.,Wally Bunker (9),4.7184,R
638,639.,Jeff Tesreau (7),4.7171,R
639,640.,Don Newcombe (10),4.7158,R
640,641.,Richard Dotson (12),4.7148,R
641,642.,Larry Jackson (14),4.7142,R
642,643.,Christy Mathewson+ (17),4.7117,R
643,644.,Bill Donovan (18),4.7115,R
644,645.,George Earnshaw (9),4.7083,R
645,646.,Roger Craig (12),4.7041,R
646,647.,Jack Wilson (9),4.6922,R
647,648.,Tom Browning (12),4.6851,L
648,649.,Hardie Henderson (6),4.6803,R
649,650.,Jerry Reuss (22),4.6770,L
650,651.,LaMarr Hoyt (8),4.6739,R
651,652.,Vic Raschi (10),4.6707,R
652,653.,Mudcat Grant (14),4.6695,R
653,654.,Hippo Vaughn (13),4.6681,L
654,655.,Tom Hughes (13),4.6566,R
655,656.,Vean Gregg (8),4.6518,L
656,657.,Amos Rusie+ (10),4.6445,R
657,658.,Bob Rush (13),4.6444,R
658,659.,Moose Haas (12),4.6387,R
659,660.,Jack Fisher (11),4.6329,R
660,661.,Terry Mulholland (20),4.6299,L
661,662.,Joe Magrane (8),4.6286,L
662,663.,Reggie Cleveland (13),4.6269,R
663,664.,Mike Garcia (14),4.6228,R
664,665.,Armando Reynoso (12),4.6181,R
665,666.,Nap Rucker (10),4.6111,L
666,667.,Scott Karl (6),4.6078,L
667,668.,Cy Falkenberg (12),4.6048,R
668,669.,Early Wynn+ (23),4.6025,R
669,670.,Jack Billingham (13),4.6022,R
670,671.,Dan Petry (13),4.5988,R
671,672.,Clem Labine (13),4.5931,R
672,673.,Johnny Rigney (8),4.5898,R
673,674.,Guy Morton (11),4.5838,R
674,675.,Bob Walk (14),4.5810,R
675,676.,Mickey Harris (9),4.5771,L
676,677.,Frank Lary (12),4.5742,R
677,678.,Tim Keefe+ (14),4.5698,R
678,679.,Max Lanier (14),4.5630,L
679,680.,Curt Simmons (20),4.5614,L
680,681.,Ellis Kinder (12),4.5558,R
681,682.,Mike Morgan (22),4.5546,R
682,683.,Bud Black (15),4.5541,L
683,684.,Earl Moore (14),4.5486,R
684,685.,Tex Hughson (8),4.5338,R
685,686.,Clay Carroll (15),4.5288,R
686,687.,John Curtis (15),4.5247,L
687,688.,Tex Carleton (8),4.5243,R
688,688.,Robin Roberts+ (19),4.5243,R
689,690.,Cy Blanton (9),4.5135,R
690,691.,Sal Maglie (10),4.5026,R
691,692.,Bill Gullickson (14),4.4965,R
692,693.,Eddie Plank+ (17),4.4963,L
693,694.,Ken Chase (8),4.4961,L
694,695.,Jim Scott (9),4.4952,R
695,696.,Charlie Buffinton (11),4.4947,R
696,697.,Preacher Roe (12),4.4945,L
697,698.,Willard Nixon (9),4.4927,R
698,699.,Roger McDowell (12),4.4914,R
699,700.,Steve Sparks (9),4.4875,R
700,701.,Mike Fornieles (12),4.4818,R
701,702.,Kirby Higbe (12),4.4762,R
702,703.,Bob Groom (10),4.4647,R
703,704.,Harry Harper (10),4.4642,L
704,705.,Mort Cooper (11),4.4641,R
705,706.,John Ewing (6),4.4632,R
706,707.,Matt Keough (9),4.4622,R
707,708.,Johnny Niggeling (9),4.4616,R
708,709.,Ed Cushman (6),4.4572,L
709,710.,Whit Wyatt (16),4.4566,R
710,711.,Bob Shaw (11),4.4544,R
711,712.,Walt Masterson (14),4.4464,R
712,713.,Tom Hume (11),4.4420,R
713,714.,Warren Spahn+ (21),4.4333,L
714,715.,Larry Cheney (9),4.4298,R
715,716.,Ken Forsch (16),4.4295,R
716,717.,Bill Hallahan (12),4.4267,L
717,718.,Monte Pearson (10),4.4255,R
718,719.,Bob Buhl (15),4.4113,R
719,720.,Charlie Sweeney (6),4.4098,R
720,721.,Fred Beebe (7),4.4084,R
721,722.,Jakie May (14),4.4069,L
722,723.,Alan Foster (10),4.3976,R
723,724.,Rick Mahler (13),4.3908,R
724,725.,Joe Niekro (22),4.3866,R
725,726.,Ray Burris (15),4.3794,R
726,727.,Charlie Leibrandt (14),4.3713,L
727,728.,Tom Brewer (8),4.3708,R
728,729.,Curt Young (11),4.3577,L
729,730.,Al Mamaux (12),4.3503,R
730,731.,Rube Marquard+ (18),4.3358,L
731,732.,Mark Baldwin (7),4.3325,R
732,733.,Jesse Jefferson (9),4.3273,R
733,734.,Charlie Ferguson (4),4.3257,R
734,735.,Tom Seaton (6),4.3254,R
735,736.,Rick Honeycutt (21),4.3250,L
736,737.,Eric Rasmussen (8),4.3246,R
737,738.,Matt Kilroy (10),4.3233,L
738,739.,Bob Friend (16),4.3218,R
739,740.,George Pipgras (11),4.3176,R
740,741.,Jim Perry (17),4.3169,R
741,742.,Bill Swift (13),4.3153,R
742,743.,Joaquin Andujar (13),4.3140,R
743,744.,Jim Shaw (9),4.3135,R
744,745.,Doc Medich (11),4.3047,R
745,746.,Max Surkont (9),4.3028,R
746,747.,Russ Ford (7),4.2963,R
747,748.,Larry Jansen (9),4.2919,R
748,749.,Tommy John (26),4.2895,L
749,750.,Ron Kline (17),4.2834,R
750,751.,Dick Bosman (11),4.2822,R
751,752.,Russ Kemmerer (9),4.2609,R
752,753.,Mel Stottlemyre (11),4.2509,R
753,754.,Harry Brecheen (12),4.2507,L
754,755.,Jack Pfiester (8),4.2414,L
755,756.,Bill Voiselle (9),4.2269,R
756,757.,Bill Wegman (11),4.2248,R
757,758.,Dennis Lamp (16),4.2132,R
758,759.,Dave Davenport (6),4.2101,R
759,760.,Walt Terrell (11),4.2086,R
760,761.,Brian Anderson (13),4.2062,L
761,762.,Chuck Stobbs (15),4.2040,L
762,763.,Carl Hubbell+ (16),4.2038,L
763,764.,Doc Scanlan (8),4.1981,R
764,765.,Claude Osteen (18),4.1923,L
765,766.,Ruben Gomez (10),4.1905,R
766,767.,Tom Burgmeier (17),4.1758,L
767,768.,Neal Heaton (12),4.1745,L
768,769.,Ed Crane (9),4.1721,R
769,770.,Bob Shawkey (15),4.1675,R
770,771.,Brooks Lawrence (7),4.1598,R
771,772.,Frank Smith (11),4.1596,R
772,773.,Rick Waits (12),4.1563,L
773,774.,Cy Morgan (10),4.1534,R
774,775.,Mike Torrez (18),4.1516,R
775,776.,Randy Lerch (11),4.1507,L
776,777.,Larry Corcoran (8),4.1495,R
777,778.,Dizzy Trout (15),4.1472,R
778,779.,Claude Hendrix (10),4.1445,R
779,780.,Ray Herbert (14),4.1332,R
780,781.,Red Munger (10),4.1313,R
781,782.,Roy Parmelee (10),4.1291,R
782,783.,Fritz Peterson (11),4.1180,L
783,784.,Red Ruffing+ (22),4.1167,R
784,785.,Joe Dobson (14),4.1143,R
785,786.,Hooks Wiltse (12),4.1116,L
786,787.,Charlie Root (17),4.1069,R
787,788.,Dave Roberts (13),4.1034,L
788,789.,Bob Wicker (6),4.0977,R
789,790.,Steve McCatty (9),4.0973,R
790,791.,Doc White (13),4.0960,L
791,792.,John Buzhardt (11),4.0935,R
792,793.,Ed Morris (7),4.0900,L
793,794.,Cliff Melton (8),4.0862,L
794,795.,Doyle Alexander (19),4.0835,R
795,796.,Jack Coombs (14),4.0810,R
796,797.,Jimmy Lavender (6),4.0776,R
797,798.,Andy Hawkins (10),4.0774,R
798,799.,Noodles Hahn (8),4.0669,L
799,800.,Joe Lake (6),4.0561,R
800,801.,Mike LaCoss (14),4.0508,R
801,802.,Rick Langford (11),4.0503,R
802,803.,Lefty Tyler (12),4.0480,L
803,804.,Jim Wilson (12),4.0468,R
804,805.,Bob Tewksbury (13),4.0443,R
805,806.,Jim Whitney (10),4.0440,R
806,807.,Ice Box Chamberlain (10),4.0438,R
807,808.,Ray Caldwell (12),4.0384,R
808,809.,Bob Lemon+ (15),4.0326,R
809,810.,Bump Hadley (16),4.0269,R
810,811.,Jack Lynch (7),4.0175,R
811,812.,Carlos Silva (9),4.0156,R
812,813.,Jake Weimer (7),4.0152,L
813,814.,Phenomenal Smith (8),3.9946,L
814,815.,Jim Slaton (16),3.9942,R
815,816.,Art Fromme (10),3.9930,R
816,817.,Howie Pollet (14),3.9889,L
817,818.,Cal McLish (15),3.9882,R
818,819.,Nels Potter (12),3.9875,R
819,820.,Bob Barr (5),3.9839,R
820,821.,Bob Weiland (12),3.9803,L
821,822.,Dan Casey (7),3.9796,L
822,823.,Adonis Terry (14),3.9771,R
823,824.,Alex Kellner (12),3.9712,L
824,825.,Ricky Bones (11),3.9708,R
825,826.,Herm Wehmeier (13),3.9634,R
826,827.,Russ Meyer (13),3.9495,R
827,828.,Howie Camnitz (11),3.9490,R
828,829.,Egyptian Healy (8),3.9456,R
829,830.,Steve Gromek (17),3.9406,R
830,831.,Steve Trout (12),3.9325,L
831,832.,Ned Garvin (7),3.9324,R
832,833.,Jack Chesbro+ (11),3.9304,R
833,834.,Dick Donovan (15),3.9260,R
834,835.,John Clarkson+ (12),3.9243,R
835,836.,Ed Figueroa (8),3.9239,R
836,837.,Doc McJames (6),3.9204,R
837,838.,Bill Travers (9),3.9191,L
838,839.,Doc Ayers (9),3.9183,R
839,840.,Art Ditmar (9),3.9180,R
840,841.,Eddie Smith (10),3.9144,L
841,842.,Lefty Williams (7),3.9081,L
842,843.,Warren Hacker (12),3.9062,R
843,844.,Mike Smith (14),3.9039,L
844,845.,Bob Ewing (11),3.9035,R
845,846.,Mordecai Brown+ (14),3.9009,R
846,847.,Wayne Garland (9),3.8942,R
847,848.,Fred Glade (6),3.8931,R
848,849.,Allen Russell (11),3.8922,R
849,850.,Ed Reulbach (13),3.8874,R
850,851.,George Caster (12),3.8870,R
851,852.,Jim Colborn (10),3.8765,R
852,853.,Bert Gallia (9),3.8763,R
853,854.,Tom Murphy (12),3.8705,R
854,855.,Johnny Sain (11),3.8529,R
855,856.,Bullet Joe Bush (17),3.8446,R
856,857.,Kirk Rueter (13),3.8384,L
857,858.,Eddie Cicotte (14),3.8332,R
858,859.,Syl Johnson (19),3.8233,R
859,860.,Denny Galehouse (15),3.8219,R
860,861.,Greg Minton (16),3.8128,R
861,862.,Jack Stivetts (11),3.8117,R
862,863.,Pete Alexander+ (20),3.8116,R
863,864.,Pat Ragan (11),3.8052,R
864,865.,Hal Brown (14),3.8036,R
865,866.,Charlie Smith (10),3.8019,R
866,867.,Scott McGregor (13),3.8007,L
867,868.,Elmer Knetzer (8),3.7993,R
868,869.,Pretzels Getzien (9),3.7918,R
869,870.,Bill Walker (10),3.7821,L
870,871.,Murry Dickson (18),3.7771,R
871,872.,Roger Wolff (7),3.7744,R
872,873.,Doc Newton (8),3.7673,L
873,874.,Vern Bickford (7),3.7628,R
874,875.,Mel Parnell (10),3.7588,L
875,876.,Happy Townsend (6),3.7419,R
876,877.,Paul Splittorff (15),3.7238,L
877,878.,Spud Chandler (11),3.7212,R
878,879.,Paul Derringer (15),3.7210,R
879,880.,John Harkins (5),3.7192,R
880,881.,Vic Willis+ (13),3.7185,R
881,882.,Joe Heving (13),3.7173,R
882,883.,Al Benton (14),3.7155,R
883,884.,Vern Ruhle (13),3.7114,R
884,885.,Johnny Schmitz (13),3.7039,L
885,886.,Pete Conway (5),3.7038,R
886,887.,Schoolboy Rowe (15),3.7025,R
887,888.,Al Javery (7),3.7019,R
888,889.,Aaron Cook (11),3.6990,R
889,890.,Art Houtteman (12),3.6984,R
890,891.,Rube Walberg (15),3.6933,L
891,892.,Lon Warneke (15),3.6876,R
892,893.,Harry Coveleski (9),3.6851,L
893,894.,Otto Hess (10),3.6812,L
894,895.,Vern Law (16),3.6781,R
895,896.,Dave Danforth (10),3.6728,L
896,897.,Togie Pittinger (8),3.6694,R
897,898.,Ed Doheny (9),3.6641,L
898,899.,Willie McGill (7),3.6583,L
899,900.,Bob Stanley (13),3.6538,R
900,901.,Claude Passeau (13),3.6534,R
901,902.,Bob Forsch (16),3.6487,R
902,903.,Dave Rozema (10),3.6456,R
903,904.,Carl Lundgren (8),3.6422,R
904,905.,Mace Brown (10),3.6407,R
905,906.,Irv Young (6),3.6399,L
906,907.,Old Hoss Radbourn+ (12),3.6379,R
907,908.,Fred Hutchinson (11),3.6332,R
908,909.,Al Brazle (10),3.6209,L
909,910.,George Mullin (14),3.6179,R
910,911.,Thornton Lee (16),3.6172,L
911,912.,Hank Borowy (10),3.6168,R
912,913.,Hank O'Day+ (7),3.6134,R
913,914.,Bill Hutchison (9),3.6095,R
914,915.,Luke Hamlin (9),3.6064,R
915,916.,Dummy Taylor (9),3.6022,R
916,917.,Al Hollingsworth (11),3.5992,L
917,918.,Phil Douglas (9),3.5982,R
918,919.,Babe Ruth+ (22),3.5961,L
919,920.,Andy Coakley (9),3.5922,R
920,921.,Jim McCormick (10),3.5868,R
921,922.,Pedro Borbon (12),3.5854,R
922,923.,Tony Mullane (13),3.5811,R
923,924.,Firpo Marberry (14),3.5785,R
924,925.,Ed Seward (6),3.5681,R
925,926.,Joe Benz (9),3.5678,R
926,927.,Phil Marchildon (9),3.5649,R
927,928.,Phil Knell (6),3.5632,L
928,929.,Dave Foutz (13),3.5597,R
929,930.,Johnny Lush (7),3.5584,L
930,931.,Addie Joss+ (9),3.5582,R
931,932.,Hank Gastright (7),3.5548,R
932,933.,Ray Scarborough (10),3.5530,R
933,934.,Carl Morton (8),3.5483,R
934,935.,Jim Hearn (13),3.5341,R
935,936.,Stump Weidman (9),3.5327,R
936,937.,Doc Crandall (10),3.5263,R
937,938.,Joe Coleman (10),3.5238,R
938,939.,Larry Gura (16),3.5217,L
939,940.,Nick Cullop (6),3.5156,L
940,941.,Mike Caldwell (14),3.5086,L
941,942.,Elmer Myers (8),3.4955,R
942,943.,Bill Swift (11),3.4952,R
943,944.,Ray Fisher (10),3.4859,R
944,945.,Ed Brandt (11),3.4796,L
945,946.,Clyde Wright (10),3.4726,L
946,947.,Mickey Welch+ (13),3.4673,R
947,948.,Gus Weyhing (14),3.4593,R
948,949.,Silver King (10),3.4578,R
949,950.,Lee Viau (5),3.4577,R
950,951.,Harry Howell (13),3.4561,R
951,952.,Dick Rudolph (13),3.4524,R
952,953.,Sheriff Blake (10),3.4500,R
953,954.,Reb Russell (9),3.4490,L
954,955.,Jack Harper (8),3.4471,R
955,956.,Ray Collins (7),3.4424,L
956,957.,Jesse Duryea (5),3.4412,R
957,958.,Pete Schneider (6),3.4403,R
958,959.,Geoff Zahn (13),3.4316,L
959,960.,Cy Young+ (22),3.4294,R
960,961.,Dave Koslo (12),3.4273,L
961,962.,Randy Jones (10),3.4221,L
962,963.,Ed Karger (6),3.4214,L
963,964.,Guy Hecker (9),3.4166,R
964,965.,Harry McIntire (9),3.4145,R
965,966.,George Haddock (7),3.4120,R
966,967.,Earl Whitehill (17),3.4085,L
967,968.,Rube Benton (15),3.3965,L
968,969.,Frank Corridon (6),3.3898,R
969,970.,Larry French (14),3.3893,L
970,971.,Glenn Abbott (11),3.3872,R
971,972.,Ken Heintzelman (13),3.3802,L
972,973.,Wes Ferrell (15),3.3797,R
973,974.,Jumbo Elliott (10),3.3787,L
974,975.,Clyde Shoun (14),3.3776,L
975,976.,Jersey Bakley (6),3.3775,R
976,977.,Bob Purkey (13),3.3750,R
977,978.,Al Mays (6),3.3741,R
978,979.,Bob Muncrief (12),3.3718,R
979,980.,Ken Raffensberger (15),3.3713,L
980,981.,Fritz Ostermueller (15),3.3706,L
981,982.,Jack Kramer (12),3.3695,R
982,983.,George McQuillan (10),3.3686,R
983,984.,Sam Gray (10),3.3669,R
984,985.,John Ward+ (17),3.3527,R
985,986.,Wiley Piatt (6),3.3467,L
986,987.,Percy Jones (9),3.3421,L
987,988.,Kid Nichols+ (15),3.3408,R
988,989.,Vic Sorrell (10),3.3326,R
989,990.,Pol Perritt (10),3.3252,R
990,991.,Jack Powell (16),3.3240,R
991,992.,Oral Hildebrand (10),3.3152,R
992,993.,Cinders O'Brien (4),3.3146,R
993,994.,Si Johnson (17),3.3139,R
994,995.,Pete Appleton (14),3.3129,R
995,996.,Watty Clark (12),3.3119,L
996,997.,Slim Harriss (9),3.3114,R
997,998.,Ross Grimsley (11),3.3099,L
998,999.,Henry Porter (6),3.3072,R
